Gene.ID,Gene.Name,Time,Treatment,Replicate,Normalized.Counts
WP_011132306.1,phnE,24,HV,A,43
WP_011132306.1,phnE,24,HV,B,39
WP_011132306.1,phnE,24,HV,C,19
WP_011132306.1,phnE,24,C,A,1620
WP_011132306.1,phnE,24,C,B,1006
WP_011132306.1,phnE,36,C,A,724
WP_011132306.1,phnE,36,C,B,390
WP_011132306.1,phnE,36,C,C,1008
WP_011132306.1,phnE,36,HV,A,21
WP_011132306.1,phnE,36,HV,B,31
WP_011132306.1,phnE,36,HV,C,20
WP_011132307.1,phnD,0,C,A,3272
WP_011132307.1,phnD,0,C,B,3295
WP_011132307.1,phnD,0,C,C,4192
WP_011132307.1,phnD,0,HV,A,2628
WP_011132307.1,phnD,0,HV,B,2165
WP_011132307.1,phnD,0,HV,C,5817
WP_011132307.1,phnD,12,C,A,3182
WP_011132307.1,phnD,12,C,B,2664
WP_011132307.1,phnD,12,C,C,2530
WP_011132307.1,phnD,12,HV,A,678
WP_011132307.1,phnD,12,HV,B,1718
WP_011132307.1,phnD,12,HV,C,679
WP_011132307.1,phnD,24,HV,A,101
WP_011132307.1,phnD,24,HV,B,74
WP_011132307.1,phnD,24,HV,C,38
WP_011132307.1,phnD,24,C,A,6630
WP_011132307.1,phnD,24,C,B,4922
WP_011132307.1,phnD,36,C,A,2445
WP_011132307.1,phnD,36,C,B,1565
WP_011132307.1,phnD,36,C,C,3672
WP_011132307.1,phnD,36,HV,A,41
WP_011132307.1,phnD,36,HV,B,63
WP_011132307.1,phnD,36,HV,C,32
WP_011132308.1,aspC,0,C,A,4166
WP_011132308.1,aspC,0,C,B,5035
WP_011132308.1,aspC,0,C,C,5780
WP_011132308.1,aspC,0,HV,A,3745
WP_011132308.1,aspC,0,HV,B,3021
WP_011132308.1,aspC,0,HV,C,8370
WP_011132308.1,aspC,12,C,A,5522
WP_011132308.1,aspC,12,C,B,4674
WP_011132308.1,aspC,12,C,C,3653
WP_011132308.1,aspC,12,HV,A,822
WP_011132308.1,aspC,12,HV,B,2536
WP_011132308.1,aspC,12,HV,C,823
WP_011132308.1,aspC,24,HV,A,93
WP_011132308.1,aspC,24,HV,B,84
WP_011132308.1,aspC,24,HV,C,56
WP_011132308.1,aspC,24,C,A,11720
WP_011132308.1,aspC,24,C,B,6199
WP_011132308.1,aspC,36,C,A,4524
WP_011132308.1,aspC,36,C,B,3443
WP_011132308.1,aspC,36,C,C,5938
WP_011132308.1,aspC,36,HV,A,40
WP_011132308.1,aspC,36,HV,B,122
WP_011132308.1,aspC,36,HV,C,58
WP_011132309.1,PMM0675,0,C,A,570
WP_011132309.1,PMM0675,0,C,B,737
WP_011132309.1,PMM0675,0,C,C,575
WP_011132309.1,PMM0675,0,HV,A,416
WP_011132309.1,PMM0675,0,HV,B,365
WP_011132309.1,PMM0675,0,HV,C,902
WP_011132309.1,PMM0675,12,C,A,1916
WP_011132309.1,PMM0675,12,C,B,1389
WP_011132309.1,PMM0675,12,C,C,847
WP_011132309.1,PMM0675,12,HV,A,342
WP_011132309.1,PMM0675,12,HV,B,1157
WP_011132309.1,PMM0675,12,HV,C,617
WP_011132309.1,PMM0675,24,HV,A,39
WP_011132309.1,PMM0675,24,HV,B,59
WP_011132309.1,PMM0675,24,HV,C,13
WP_011132309.1,PMM0675,24,C,A,1067
WP_011132309.1,PMM0675,24,C,B,541
WP_011132309.1,PMM0675,36,C,A,739
WP_011132309.1,PMM0675,36,C,B,437
WP_011132309.1,PMM0675,36,C,C,1361
WP_011132309.1,PMM0675,36,HV,A,14
WP_011132309.1,PMM0675,36,HV,B,27
WP_011132309.1,PMM0675,36,HV,C,10
WP_011132310.1,gcpE,0,C,A,2646
WP_011132310.1,gcpE,0,C,B,3173
WP_011132310.1,gcpE,0,C,C,2704
WP_011132310.1,gcpE,0,HV,A,2324
WP_011132310.1,gcpE,0,HV,B,2166
WP_011132310.1,gcpE,0,HV,C,4289
WP_011132310.1,gcpE,12,C,A,3856
WP_011132310.1,gcpE,12,C,B,2992
WP_011132310.1,gcpE,12,C,C,2925
WP_011132310.1,gcpE,12,HV,A,921
WP_011132310.1,gcpE,12,HV,B,1883
WP_011132310.1,gcpE,12,HV,C,805
WP_011132310.1,gcpE,24,HV,A,61
WP_011132310.1,gcpE,24,HV,B,91
WP_011132310.1,gcpE,24,HV,C,57
WP_011132310.1,gcpE,24,C,A,4261
WP_011132310.1,gcpE,24,C,B,3902
WP_011132310.1,gcpE,36,C,A,2872
WP_011132310.1,gcpE,36,C,B,2049
WP_011132310.1,gcpE,36,C,C,3514
WP_011132310.1,gcpE,36,HV,A,50
WP_011132310.1,gcpE,36,HV,B,91
WP_011132310.1,gcpE,36,HV,C,47
WP_011132312.1,nadA,0,C,A,4274
WP_011132312.1,nadA,0,C,B,4757
WP_011132312.1,nadA,0,C,C,3055
WP_011132312.1,nadA,0,HV,A,2928
WP_011132312.1,nadA,0,HV,B,3197
WP_011132312.1,nadA,0,HV,C,4604
WP_011132312.1,nadA,12,C,A,6489
WP_011132312.1,nadA,12,C,B,5420
WP_011132312.1,nadA,12,C,C,5571
WP_011132312.1,nadA,12,HV,A,1169
WP_011132312.1,nadA,12,HV,B,3159
WP_011132312.1,nadA,12,HV,C,1329
WP_011132312.1,nadA,24,HV,A,114
WP_011132312.1,nadA,24,HV,B,94
WP_011132312.1,nadA,24,HV,C,80
WP_011132312.1,nadA,24,C,A,4049
WP_011132312.1,nadA,24,C,B,3847
WP_011132312.1,nadA,36,C,A,5991
WP_011132312.1,nadA,36,C,B,3287
WP_011132312.1,nadA,36,C,C,6427
WP_011132312.1,nadA,36,HV,A,65
WP_011132312.1,nadA,36,HV,B,106
WP_011132312.1,nadA,36,HV,C,55
WP_011132316.1,aroB,0,C,A,908
WP_011132316.1,aroB,0,C,B,853
WP_011132316.1,aroB,0,C,C,946
WP_011132316.1,aroB,0,HV,A,616
WP_011132316.1,aroB,0,HV,B,605
WP_011132316.1,aroB,0,HV,C,1601
WP_011132316.1,aroB,12,C,A,2633
WP_011132316.1,aroB,12,C,B,1799
WP_011132316.1,aroB,12,C,C,2313
WP_011132316.1,aroB,12,HV,A,695
WP_011132316.1,aroB,12,HV,B,926
WP_011132316.1,aroB,12,HV,C,513
WP_011132316.1,aroB,24,HV,A,28
WP_011132316.1,aroB,24,HV,B,22
WP_011132316.1,aroB,24,HV,C,28
WP_011132316.1,aroB,24,C,A,1577
WP_011132316.1,aroB,24,C,B,1937
WP_011132316.1,aroB,36,C,A,1913
WP_011132316.1,aroB,36,C,B,1082
WP_011132316.1,aroB,36,C,C,2403
WP_011132316.1,aroB,36,HV,A,34
WP_011132316.1,aroB,36,HV,B,51
WP_011132316.1,aroB,36,HV,C,29
WP_011132317.1,purK,0,C,A,1531
WP_011132317.1,purK,0,C,B,1981
WP_011132317.1,purK,0,C,C,1968
WP_011132317.1,purK,0,HV,A,1417
WP_011132317.1,purK,0,HV,B,1297
WP_011132317.1,purK,0,HV,C,3116
WP_011132317.1,purK,12,C,A,4474
WP_011132317.1,purK,12,C,B,3680
WP_011132317.1,purK,12,C,C,3669
WP_011132317.1,purK,12,HV,A,872
WP_011132317.1,purK,12,HV,B,2044
WP_011132317.1,purK,12,HV,C,842
WP_011132317.1,purK,24,HV,A,43
WP_011132317.1,purK,24,HV,B,75
WP_011132317.1,purK,24,HV,C,64
WP_011132317.1,purK,24,C,A,2960
WP_011132317.1,purK,24,C,B,2517
WP_011132317.1,purK,36,C,A,3946
WP_011132317.1,purK,36,C,B,2414
WP_011132317.1,purK,36,C,C,5012
WP_011132317.1,purK,36,HV,A,52
WP_011132317.1,purK,36,HV,B,95
WP_011132317.1,purK,36,HV,C,60
WP_011132329.1,PMM0695,0,C,A,993
WP_011132329.1,PMM0695,0,C,B,1056
WP_011132329.1,PMM0695,0,C,C,370
WP_011132329.1,PMM0695,0,HV,A,564
WP_011132329.1,PMM0695,0,HV,B,418
WP_011132329.1,PMM0695,0,HV,C,564
WP_011132329.1,PMM0695,12,C,A,892
WP_011132329.1,PMM0695,12,C,B,478
WP_011132329.1,PMM0695,12,C,C,345
WP_011132329.1,PMM0695,12,HV,A,169
WP_011132329.1,PMM0695,12,HV,B,598
WP_011132329.1,PMM0695,12,HV,C,291
WP_011132329.1,PMM0695,24,HV,A,23
WP_011132329.1,PMM0695,24,HV,B,39
WP_011132329.1,PMM0695,24,HV,C,20
WP_011132329.1,PMM0695,24,C,A,507
WP_011132329.1,PMM0695,24,C,B,251
WP_011132329.1,PMM0695,36,C,A,355
WP_011132329.1,PMM0695,36,C,B,222
WP_011132329.1,PMM0695,36,C,C,534
WP_011132329.1,PMM0695,36,HV,A,32
WP_011132329.1,PMM0695,36,HV,B,31
WP_011132329.1,PMM0695,36,HV,C,10
WP_011132338.1,PMM0704,0,C,A,615
WP_011132338.1,PMM0704,0,C,B,1005
WP_011132338.1,PMM0704,0,C,C,669
WP_011132338.1,PMM0704,0,HV,A,504
WP_011132338.1,PMM0704,0,HV,B,685
WP_011132338.1,PMM0704,0,HV,C,955
WP_011132338.1,PMM0704,12,C,A,3781
WP_011132338.1,PMM0704,12,C,B,3137
WP_011132338.1,PMM0704,12,C,C,3342
WP_011132338.1,PMM0704,12,HV,A,818
WP_011132338.1,PMM0704,12,HV,B,2106
WP_011132338.1,PMM0704,12,HV,C,866
WP_011132338.1,PMM0704,24,HV,A,51
WP_011132338.1,PMM0704,24,HV,B,55
WP_011132338.1,PMM0704,24,HV,C,41
WP_011132338.1,PMM0704,24,C,A,1241
WP_011132338.1,PMM0704,24,C,B,1064
WP_011132338.1,PMM0704,36,C,A,3132
WP_011132338.1,PMM0704,36,C,B,2154
WP_011132338.1,PMM0704,36,C,C,3662
WP_011132338.1,PMM0704,36,HV,A,39
WP_011132338.1,PMM0704,36,HV,B,62
WP_011132338.1,PMM0704,36,HV,C,47
WP_011132339.1,phoB,0,C,A,365
WP_011132339.1,phoB,0,C,B,461
WP_011132339.1,phoB,0,C,C,412
WP_011132339.1,phoB,0,HV,A,233
WP_011132339.1,phoB,0,HV,B,297
WP_011132339.1,phoB,0,HV,C,513
WP_011132339.1,phoB,12,C,A,1509
WP_011132339.1,phoB,12,C,B,953
WP_011132339.1,phoB,12,C,C,1161
WP_011132339.1,phoB,12,HV,A,355
WP_011132339.1,phoB,12,HV,B,682
WP_011132339.1,phoB,12,HV,C,364
WP_011132339.1,phoB,24,HV,A,20
WP_011132339.1,phoB,24,HV,B,11
WP_011132339.1,phoB,24,HV,C,13
WP_011132339.1,phoB,24,C,A,627
WP_011132339.1,phoB,24,C,B,551
WP_011132339.1,phoB,36,C,A,1042
WP_011132339.1,phoB,36,C,B,713
WP_011132339.1,phoB,36,C,C,1515
WP_011132339.1,phoB,36,HV,A,26
WP_011132339.1,phoB,36,HV,B,29
WP_011132339.1,phoB,36,HV,C,15
WP_011132340.1,phoR,0,C,A,429
WP_011132340.1,phoR,0,C,B,491
WP_011132340.1,phoR,0,C,C,419
WP_011132340.1,phoR,0,HV,A,192
WP_011132340.1,phoR,0,HV,B,388
WP_011132340.1,phoR,0,HV,C,791
WP_011132340.1,phoR,12,C,A,1416
WP_011132340.1,phoR,12,C,B,1036
WP_011132340.1,phoR,12,C,C,1069
WP_011132340.1,phoR,12,HV,A,272
WP_011132340.1,phoR,12,HV,B,845
WP_011132340.1,phoR,12,HV,C,360
WP_011132340.1,phoR,24,HV,A,34
WP_011132340.1,phoR,24,HV,B,39
WP_011132340.1,phoR,24,HV,C,23
WP_011132340.1,phoR,24,C,A,696
WP_011132340.1,phoR,24,C,B,501
WP_011132340.1,phoR,36,C,A,699
WP_011132340.1,phoR,36,C,B,422
WP_011132340.1,phoR,36,C,C,977
WP_011132340.1,phoR,36,HV,A,26
WP_011132340.1,phoR,36,HV,B,27
WP_011132340.1,phoR,36,HV,C,27
WP_011132342.1,phoA,0,C,A,3012
WP_011132342.1,phoA,0,C,B,3977
WP_011132342.1,phoA,0,C,C,3601
WP_011132342.1,phoA,0,HV,A,2298
WP_011132342.1,phoA,0,HV,B,2314
WP_011132342.1,phoA,0,HV,C,4253
WP_011132342.1,phoA,12,C,A,6065
WP_011132342.1,phoA,12,C,B,4408
WP_011132342.1,phoA,12,C,C,5091
WP_011132342.1,phoA,12,HV,A,1600
WP_011132342.1,phoA,12,HV,B,3875
WP_011132342.1,phoA,12,HV,C,2516
WP_011132342.1,phoA,24,HV,A,301
WP_011132342.1,phoA,24,HV,B,399
WP_011132342.1,phoA,24,HV,C,256
WP_011132342.1,phoA,24,C,A,3621
WP_011132342.1,phoA,24,C,B,3236
WP_011132342.1,phoA,36,C,A,3945
WP_011132342.1,phoA,36,C,B,3110
WP_011132342.1,phoA,36,C,C,5221
WP_011132342.1,phoA,36,HV,A,153
WP_011132342.1,phoA,36,HV,B,118
WP_011132342.1,phoA,36,HV,C,154
WP_011132343.1,oprB,0,C,A,7362
WP_011132343.1,oprB,0,C,B,9356
WP_011132343.1,oprB,0,C,C,7536
WP_011132343.1,oprB,0,HV,A,8663
WP_011132343.1,oprB,0,HV,B,3687
WP_011132343.1,oprB,0,HV,C,8419
WP_011132343.1,oprB,12,C,A,10600
WP_011132343.1,oprB,12,C,B,9785
WP_011132343.1,oprB,12,C,C,9624
WP_011132343.1,oprB,12,HV,A,2666
WP_011132343.1,oprB,12,HV,B,4507
WP_011132343.1,oprB,12,HV,C,2410
WP_011132343.1,oprB,24,HV,A,200
WP_011132343.1,oprB,24,HV,B,203
WP_011132343.1,oprB,24,HV,C,149
WP_011132343.1,oprB,24,C,A,11240
WP_011132343.1,oprB,24,C,B,9243
WP_011132343.1,oprB,36,C,A,8917
WP_011132343.1,oprB,36,C,B,5361
WP_011132343.1,oprB,36,C,C,10562
WP_011132343.1,oprB,36,HV,A,124
WP_011132343.1,oprB,36,HV,B,134
WP_011132343.1,oprB,36,HV,C,89
WP_011132344.1,pstS,0,C,A,57144
WP_011132344.1,pstS,0,C,B,64938
WP_011132344.1,pstS,0,C,C,63938
WP_011132344.1,pstS,0,HV,A,39229
WP_011132344.1,pstS,0,HV,B,51907
WP_011132344.1,pstS,0,HV,C,93234
WP_011132344.1,pstS,12,C,A,41962
WP_011132344.1,pstS,12,C,B,46052
WP_011132344.1,pstS,12,C,C,45976
WP_011132344.1,pstS,12,HV,A,12868
WP_011132344.1,pstS,12,HV,B,22654
WP_011132344.1,pstS,12,HV,C,9695
WP_011132344.1,pstS,24,HV,A,1513
WP_011132344.1,pstS,24,HV,B,1685
WP_011132344.1,pstS,24,HV,C,875
WP_011132344.1,pstS,24,C,A,140843
WP_011132344.1,pstS,24,C,B,125418
WP_011132344.1,pstS,36,C,A,58256
WP_011132344.1,pstS,36,C,B,51836
WP_011132344.1,pstS,36,C,C,60657
WP_011132344.1,pstS,36,HV,A,683
WP_011132344.1,pstS,36,HV,B,699
WP_011132344.1,pstS,36,HV,C,576
WP_011132345.1,chrA,0,C,A,404
WP_011132345.1,chrA,0,C,B,573
WP_011132345.1,chrA,0,C,C,373
WP_011132345.1,chrA,0,HV,A,255
WP_011132345.1,chrA,0,HV,B,319
WP_011132345.1,chrA,0,HV,C,462
WP_011132345.1,chrA,12,C,A,619
WP_011132345.1,chrA,12,C,B,502
WP_011132345.1,chrA,12,C,C,351
WP_011132345.1,chrA,12,HV,A,98
WP_011132345.1,chrA,12,HV,B,356
WP_011132345.1,chrA,12,HV,C,126
WP_011132345.1,chrA,24,HV,A,25
WP_011132345.1,chrA,24,HV,B,12
WP_011132345.1,chrA,24,HV,C,12
WP_011132345.1,chrA,24,C,A,397
WP_011132345.1,chrA,24,C,B,231
WP_011132345.1,chrA,36,C,A,304
WP_011132345.1,chrA,36,C,B,158
WP_011132345.1,chrA,36,C,C,450
WP_011132345.1,chrA,36,HV,A,14
WP_011132345.1,chrA,36,HV,B,25
WP_011132345.1,chrA,36,HV,C,8
WP_011132347.1,gap3,0,C,A,1572
WP_011132347.1,gap3,0,C,B,2152
WP_011132347.1,gap3,0,C,C,1206
WP_011132347.1,gap3,0,HV,A,1053
WP_011132347.1,gap3,0,HV,B,1249
WP_011132347.1,gap3,0,HV,C,1726
WP_011132347.1,gap3,12,C,A,3042
WP_011132347.1,gap3,12,C,B,2339
WP_011132347.1,gap3,12,C,C,1708
WP_011132347.1,gap3,12,HV,A,510
WP_011132347.1,gap3,12,HV,B,1510
WP_011132347.1,gap3,12,HV,C,642
WP_011132347.1,gap3,24,HV,A,70
WP_011132347.1,gap3,24,HV,B,65
WP_011132347.1,gap3,24,HV,C,53
WP_011132347.1,gap3,24,C,A,1770
WP_011132347.1,gap3,24,C,B,1253
WP_011132347.1,gap3,36,C,A,1960
WP_011132347.1,gap3,36,C,B,1373
WP_011132347.1,gap3,36,C,C,2805
WP_011132347.1,gap3,36,HV,A,67
WP_011132347.1,gap3,36,HV,B,85
WP_011132347.1,gap3,36,HV,C,47
WP_011132351.1,PMM0717,0,C,A,134
WP_011132351.1,PMM0717,0,C,B,224
WP_011132351.1,PMM0717,0,C,C,155
WP_011132351.1,PMM0717,0,HV,A,105
WP_011132351.1,PMM0717,0,HV,B,104
WP_011132351.1,PMM0717,0,HV,C,244
WP_011132351.1,PMM0717,12,C,A,352
WP_011132351.1,PMM0717,12,C,B,230
WP_011132351.1,PMM0717,12,C,C,147
WP_011132351.1,PMM0717,12,HV,A,56
WP_011132351.1,PMM0717,12,HV,B,200
WP_011132351.1,PMM0717,12,HV,C,71
WP_011132351.1,PMM0717,24,HV,A,17
WP_011132351.1,PMM0717,24,HV,B,12
WP_011132351.1,PMM0717,24,HV,C,9
WP_011132351.1,PMM0717,24,C,A,275
WP_011132351.1,PMM0717,24,C,B,100
WP_011132351.1,PMM0717,36,C,A,130
WP_011132351.1,PMM0717,36,C,B,78
WP_011132351.1,PMM0717,36,C,C,211
WP_011132351.1,PMM0717,36,HV,A,10
WP_011132351.1,PMM0717,36,HV,B,15
WP_011132351.1,PMM0717,36,HV,C,5
WP_011132352.1,ptrA,0,C,A,46
WP_011132352.1,ptrA,0,C,B,99
WP_011132352.1,ptrA,0,C,C,35
WP_011132352.1,ptrA,0,HV,A,17
WP_011132352.1,ptrA,0,HV,B,39
WP_011132352.1,ptrA,0,HV,C,61
WP_011132352.1,ptrA,12,C,A,226
WP_011132352.1,ptrA,12,C,B,115
WP_011132352.1,ptrA,12,C,C,40
WP_011132352.1,ptrA,12,HV,A,22
WP_011132352.1,ptrA,12,HV,B,169
WP_011132352.1,ptrA,12,HV,C,75
WP_011132352.1,ptrA,24,HV,A,9
WP_011132352.1,ptrA,24,HV,B,13
WP_011132352.1,ptrA,24,HV,C,5
WP_011132352.1,ptrA,24,C,A,88
WP_011132352.1,ptrA,24,C,B,15
WP_011132352.1,ptrA,36,C,A,52
WP_011132352.1,ptrA,36,C,B,17
WP_011132352.1,ptrA,36,C,C,86
WP_011132352.1,ptrA,36,HV,A,5
WP_011132352.1,ptrA,36,HV,B,2
WP_011132352.1,ptrA,36,HV,C,0
WP_011132357.1,pstC,0,C,A,503
WP_011132357.1,pstC,0,C,B,734
WP_011132357.1,pstC,0,C,C,495
WP_011132357.1,pstC,0,HV,A,463
WP_011132357.1,pstC,0,HV,B,429
WP_011132357.1,pstC,0,HV,C,791
WP_011132357.1,pstC,12,C,A,1708
WP_011132357.1,pstC,12,C,B,1680
WP_011132357.1,pstC,12,C,C,1806
WP_011132357.1,pstC,12,HV,A,410
WP_011132357.1,pstC,12,HV,B,1229
WP_011132357.1,pstC,12,HV,C,505
WP_011132357.1,pstC,24,HV,A,39
WP_011132357.1,pstC,24,HV,B,54
WP_011132357.1,pstC,24,HV,C,28
WP_011132357.1,pstC,24,C,A,887
WP_011132357.1,pstC,24,C,B,771
WP_011132357.1,pstC,36,C,A,1262
WP_011132357.1,pstC,36,C,B,814
WP_011132357.1,pstC,36,C,C,1780
WP_011132357.1,pstC,36,HV,A,23
WP_011132357.1,pstC,36,HV,B,64
WP_011132357.1,pstC,36,HV,C,28
WP_011132358.1,pstA,0,C,A,1270
WP_011132358.1,pstA,0,C,B,1556
WP_011132358.1,pstA,0,C,C,1237
WP_011132358.1,pstA,0,HV,A,1106
WP_011132358.1,pstA,0,HV,B,798
WP_011132358.1,pstA,0,HV,C,1877
WP_011132358.1,pstA,12,C,A,2756
WP_011132358.1,pstA,12,C,B,2939
WP_011132358.1,pstA,12,C,C,2920
WP_011132358.1,pstA,12,HV,A,716
WP_011132358.1,pstA,12,HV,B,1448
WP_011132358.1,pstA,12,HV,C,442
WP_011132358.1,pstA,24,HV,A,34
WP_011132358.1,pstA,24,HV,B,38
WP_011132358.1,pstA,24,HV,C,32
WP_011132358.1,pstA,24,C,A,2510
WP_011132358.1,pstA,24,C,B,1916
WP_011132358.1,pstA,36,C,A,2827
WP_011132358.1,pstA,36,C,B,2075
WP_011132358.1,pstA,36,C,C,3316
WP_011132358.1,pstA,36,HV,A,48
WP_011132358.1,pstA,36,HV,B,49
WP_011132358.1,pstA,36,HV,C,29
WP_011132359.1,pstB,0,C,A,2116
WP_011132359.1,pstB,0,C,B,2656
WP_011132359.1,pstB,0,C,C,1969
WP_011132359.1,pstB,0,HV,A,1713
WP_011132359.1,pstB,0,HV,B,1544
WP_011132359.1,pstB,0,HV,C,2800
WP_011132359.1,pstB,12,C,A,6376
WP_011132359.1,pstB,12,C,B,6014
WP_011132359.1,pstB,12,C,C,4588
WP_011132359.1,pstB,12,HV,A,1451
WP_011132359.1,pstB,12,HV,B,2616
WP_011132359.1,pstB,12,HV,C,976
WP_011132359.1,pstB,24,HV,A,54
WP_011132359.1,pstB,24,HV,B,65
WP_011132359.1,pstB,24,HV,C,39
WP_011132359.1,pstB,24,C,A,3650
WP_011132359.1,pstB,24,C,B,2696
WP_011132359.1,pstB,36,C,A,5352
WP_011132359.1,pstB,36,C,B,4056
WP_011132359.1,pstB,36,C,C,6364
WP_011132359.1,pstB,36,HV,A,57
WP_011132359.1,pstB,36,HV,B,71
WP_011132359.1,pstB,36,HV,C,41
WP_011132362.1,PMM0728,0,C,A,741
WP_011132362.1,PMM0728,0,C,B,890
WP_011132362.1,PMM0728,0,C,C,643
WP_011132362.1,PMM0728,0,HV,A,523
WP_011132362.1,PMM0728,0,HV,B,586
WP_011132362.1,PMM0728,0,HV,C,1036
WP_011132362.1,PMM0728,12,C,A,1498
WP_011132362.1,PMM0728,12,C,B,1114
WP_011132362.1,PMM0728,12,C,C,963
WP_011132362.1,PMM0728,12,HV,A,350
WP_011132362.1,PMM0728,12,HV,B,1023
WP_011132362.1,PMM0728,12,HV,C,417
WP_011132362.1,PMM0728,24,HV,A,64
WP_011132362.1,PMM0728,24,HV,B,62
WP_011132362.1,PMM0728,24,HV,C,35
WP_011132362.1,PMM0728,24,C,A,1047
WP_011132362.1,PMM0728,24,C,B,617
WP_011132362.1,PMM0728,36,C,A,855
WP_011132362.1,PMM0728,36,C,B,564
WP_011132362.1,PMM0728,36,C,C,1080
WP_011132362.1,PMM0728,36,HV,A,42
WP_011132362.1,PMM0728,36,HV,B,62
WP_011132362.1,PMM0728,36,HV,C,38
WP_011132363.1,PMM0729,0,C,A,413
WP_011132363.1,PMM0729,0,C,B,555
WP_011132363.1,PMM0729,0,C,C,257
WP_011132363.1,PMM0729,0,HV,A,217
WP_011132363.1,PMM0729,0,HV,B,286
WP_011132363.1,PMM0729,0,HV,C,446
WP_011132363.1,PMM0729,12,C,A,710
WP_011132363.1,PMM0729,12,C,B,528
WP_011132363.1,PMM0729,12,C,C,375
WP_011132363.1,PMM0729,12,HV,A,142
WP_011132363.1,PMM0729,12,HV,B,512
WP_011132363.1,PMM0729,12,HV,C,265
WP_011132363.1,PMM0729,24,HV,A,25
WP_011132363.1,PMM0729,24,HV,B,37
WP_011132363.1,PMM0729,24,HV,C,19
WP_011132363.1,PMM0729,24,C,A,535
WP_011132363.1,PMM0729,24,C,B,198
WP_011132363.1,PMM0729,36,C,A,268
WP_011132363.1,PMM0729,36,C,B,200
WP_011132363.1,PMM0729,36,C,C,511
WP_011132363.1,PMM0729,36,HV,A,13
WP_011132363.1,PMM0729,36,HV,B,29
WP_011132363.1,PMM0729,36,HV,C,20
WP_011132364.1,PMM0730,0,C,A,849
WP_011132364.1,PMM0730,0,C,B,1317
WP_011132364.1,PMM0730,0,C,C,594
WP_011132364.1,PMM0730,0,HV,A,689
WP_011132364.1,PMM0730,0,HV,B,1259
WP_011132364.1,PMM0730,0,HV,C,1216
WP_011132364.1,PMM0730,12,C,A,1151
WP_011132364.1,PMM0730,12,C,B,864
WP_011132364.1,PMM0730,12,C,C,820
WP_011132364.1,PMM0730,12,HV,A,223
WP_011132364.1,PMM0730,12,HV,B,975
WP_011132364.1,PMM0730,12,HV,C,495
WP_011132364.1,PMM0730,24,HV,A,46
WP_011132364.1,PMM0730,24,HV,B,52
WP_011132364.1,PMM0730,24,HV,C,53
WP_011132364.1,PMM0730,24,C,A,991
WP_011132364.1,PMM0730,24,C,B,548
WP_011132364.1,PMM0730,36,C,A,580
WP_011132364.1,PMM0730,36,C,B,398
WP_011132364.1,PMM0730,36,C,C,968
WP_011132364.1,PMM0730,36,HV,A,32
WP_011132364.1,PMM0730,36,HV,B,54
WP_011132364.1,PMM0730,36,HV,C,30
WP_011132376.1,clpP1,0,C,A,7947
WP_011132376.1,clpP1,0,C,B,11338
WP_011132376.1,clpP1,0,C,C,6055
WP_011132376.1,clpP1,0,HV,A,7761
WP_011132376.1,clpP1,0,HV,B,8168
WP_011132376.1,clpP1,0,HV,C,8239
WP_011132376.1,clpP1,12,C,A,16535
WP_011132376.1,clpP1,12,C,B,15009
WP_011132376.1,clpP1,12,C,C,16481
WP_011132376.1,clpP1,12,HV,A,4369
WP_011132376.1,clpP1,12,HV,B,8113
WP_011132376.1,clpP1,12,HV,C,3112
WP_011132376.1,clpP1,24,HV,A,224
WP_011132376.1,clpP1,24,HV,B,208
WP_011132376.1,clpP1,24,HV,C,105
WP_011132376.1,clpP1,24,C,A,8457
WP_011132376.1,clpP1,24,C,B,8682
WP_011132376.1,clpP1,36,C,A,16047
WP_011132376.1,clpP1,36,C,B,12949
WP_011132376.1,clpP1,36,C,C,17729
WP_011132376.1,clpP1,36,HV,A,163
WP_011132376.1,clpP1,36,HV,B,261
WP_011132376.1,clpP1,36,HV,C,115
WP_011132377.1,ftsH1,0,C,A,69058
WP_011132377.1,ftsH1,0,C,B,86863
WP_011132377.1,ftsH1,0,C,C,50557
WP_011132377.1,ftsH1,0,HV,A,64765
WP_011132377.1,ftsH1,0,HV,B,45627
WP_011132377.1,ftsH1,0,HV,C,52330
WP_011132377.1,ftsH1,12,C,A,19504
WP_011132377.1,ftsH1,12,C,B,11591
WP_011132377.1,ftsH1,12,C,C,15437
WP_011132377.1,ftsH1,12,HV,A,4183
WP_011132377.1,ftsH1,12,HV,B,7441
WP_011132377.1,ftsH1,12,HV,C,4340
WP_011132377.1,ftsH1,24,HV,A,529
WP_011132377.1,ftsH1,24,HV,B,450
WP_011132377.1,ftsH1,24,HV,C,223
WP_011132377.1,ftsH1,24,C,A,43336
WP_011132377.1,ftsH1,24,C,B,49562
WP_011132377.1,ftsH1,36,C,A,18881
WP_011132377.1,ftsH1,36,C,B,13212
WP_011132377.1,ftsH1,36,C,C,24097
WP_011132377.1,ftsH1,36,HV,A,183
WP_011132377.1,ftsH1,36,HV,B,268
WP_011132377.1,ftsH1,36,HV,C,179
WP_011132380.1,PMM0746,0,C,A,478
WP_011132380.1,PMM0746,0,C,B,547
WP_011132380.1,PMM0746,0,C,C,450
WP_011132380.1,PMM0746,0,HV,A,326
WP_011132380.1,PMM0746,0,HV,B,355
WP_011132380.1,PMM0746,0,HV,C,822
WP_011132380.1,PMM0746,12,C,A,1477
